prediction_normalized,label_normalized,normalized_absolute_error,prediction_unnormalized,label_unnormalized,unnormalized_absolute_error
0.5640009,0.28601906155818835,0.27798184300190076,22439.89533691943,715.0,21724.89533691943
0.580258,0.09562098214126516,0.484637029676667,15444.865994563033,9.0,15435.865994563033
0.52369875,0.1675545134811303,0.3561442336769203,56651.7044229826,47.0,56604.7044229826
0.5274715,0.12066024539729832,0.40681123735645536,51947.324643559725,16.0,51931.324643559725
0.4453709,0.5182541095170213,0.07288319696514145,342672.90159156424,148552.0,194120.90159156424
0.78119034,0.781321996671891,0.0001316609213111164,152.61404305716147,62682311.0,62682158.38595694
0.7726383,0.7093434193738205,0.06329490154903106,185.75421259488473,11990578.0,11990392.245787404
0.80384,0.8212912117944984,0.017451230238559656,90.69096455629263,157041640.0,157041549.30903545
0.633198,0.5941989777166614,0.03899904512574581,4575.863578455808,850677.0,846101.1364215442
0.62521064,0.5265177629408544,0.09869287987378184,5497.722294123144,179616.0,174118.27770587686
0.6546278,0.6320856882589853,0.022542111728807712,2796.510482411993,2031666.0,2028869.489517588
0.68095106,0.6815682584650757,0.0006171996004822322,1527.303091605501,6333736.0,6332208.696908395
0.6768554,0.6298882852467736,0.046967100056723665,1678.0222890502125,1931628.0,1929949.9777109497
0.6925481,0.7119767226199264,0.019428626439964236,1170.0203497546772,12738520.0,12737349.979650246
0.3705337,0.30941473355863996,0.061118971199050465,1912988.298655623,1224.0,1911764.298655623
0.74165344,0.41297609007309555,0.32867735230971695,378.57375073785494,13221.0,12842.426249262146
0.35936284,0.15216445808061987,0.20719838257184595,2472811.2104841466,33.0,2472778.2104841466
0.39839816,0.30941473355863996,0.08898342737580828,1008419.186441111,1224.0,1007195.186441111
0.7801284,0.8074212021172456,0.027292782717984077,156.38403709632797,114182642.0,114182485.61596291
0.6734697,0.667014551434943,0.006455170836022539,1813.7812975329455,4533382.0,4531568.218702467
0.6567056,0.5854467645388314,0.07125885336583171,2666.1265240817966,695701.0,693034.8734759182
0.69464225,0.7346626611195669,0.040020415350066174,1115.051556608554,21454165.0,21453049.94844339
0.7080922,0.7140361441042709,0.0059439314272689,818.6002137667842,13355828.0,13355009.399786234
0.6862313,0.666214999933489,0.020016315202466828,1352.7929757939512,4450853.0,4449500.207024206
0.68861294,0.591230765985276,0.09738217194197007,1280.749789230373,794591.0,793310.2502107696
0.6888942,0.6703405896226236,0.01855362262331761,1272.4977162598816,4893440.0,4892167.50228374
0.6808455,0.615294334238816,0.06555116479988032,1531.0130527599042,1381288.0,1379756.98694724
0.7067227,0.6954826533358562,0.011240023418141565,844.7722611810618,8720023.0,8719178.227738818
0.69799495,0.6471682854052107,0.05082666202826103,1032.374901771114,2873214.0,2872181.625098229
0.7601836,0.7771600512869348,0.016976478517769733,247.3034938698968,56965403.0,56965155.69650613
0.23121955,0.3862434822226139,0.15502393721586188,46988115.84960123,7153.0,46980962.84960123
0.39045662,0.415783506580245,0.025326889701735467,1210300.3712907427,14102.0,1196198.3712907427
0.76092035,0.7511541254865395,0.009766220296694161,243.15197904860003,31339132.0,31338888.848020952
0.44199422,0.48876575765172786,0.04677153763334102,370320.2784147178,75440.0,294880.2784147178
0.41763574,0.1861161661892389,0.231519572660401,648128.6700849079,72.0,648056.6700849079
0.45407385,0.5496591373566417,0.09558529101646229,280562.51510575094,305691.0,25128.484894249064
0.5653391,0.629614070382737,0.06427498194279557,21760.384579668866,1919495.0,1897734.6154203312
0.59098095,0.5189019659970009,0.07207898102066879,12071.89026765824,150780.0,138708.10973234175
0.60892504,0.6524403372703556,0.043515292733764976,7992.88575318288,3243247.0,3235254.1142468173
0.63986343,0.603101013501548,0.036762417952156845,3926.0522023639555,1043763.0,1039836.947797636
0.7544265,0.872771455269002,0.11834497592940241,282.28189208181857,512575801.0,512575518.71810794
0.6842025,0.8332649068166553,0.14906241457956426,1417.3525662719203,206778521.0,206777103.64743373
0.7692222,0.8814224829784592,0.11220028306161955,200.92329182646904,625302823.0,625302622.0767082
0.46870363,0.6906132131149223,0.22190958552855755,200462.3350224307,7796926.0,7596463.664977569
0.55975753,0.6275625470520101,0.06780501636277059,24738.135144524716,1831108.0,1806369.8648554753
0.6037847,0.6481104071044946,0.04432572673797852,8995.00297049941,2936093.0,2927097.9970295005
0.71741503,0.7231358010725182,0.0057207663015526045,660.7476279227118,16461908.0,16461247.252372077
0.69722694,0.7407511518985281,0.043524210312987366,1050.7546996453718,24675801.0,24674750.245300356
0.7576387,0.8138361697822312,0.056197476926396206,262.19636407002554,132317651.0,132317388.80363593
0.7110728,0.7973772435786379,0.08630444103499779,764.4118774328579,90649862.0,90649097.58812256
0.7954438,0.8196357039242688,0.024191930654615446,109.99004503998168,151179813.0,151179703.00995496
0.76103425,0.7941739470210841,0.03313969676168471,242.51651076802884,84217062.0,84216819.48348923
0.59851485,0.553444858748797,0.045069996159192494,10152.926549889786,333474.0,323321.0734501102
0.59107155,0.5498752757092468,0.0411962703684815,12046.784291769698,307213.0,295166.2157082303
0.6175633,0.583058926059936,0.034504381225372804,6553.884371332745,658557.0,652003.1156286673
0.7067179,0.6932038891427541,0.013514019239661668,844.8641088611514,8275169.0,8274324.135891139
0.70571077,0.671802423047879,0.033908345651767036,864.6438235666532,5060606.0,5059741.356176433
0.8427396,0.9150062056061539,0.07226662354438629,37.099574452610995,1352809555.0,1352809517.9004254
0.36088225,0.5294046180236022,0.16852236556884448,2387967.491814084,191935.0,2196032.491814084
0.85750437,1.0,0.14249563217163086,26.425568533450395,9537310863.0,9537310836.574432
0.8322003,0.8710719018924863,0.03887161311990328,47.26554313934115,492943940.0,492943892.73445684
0.79770184,0.7525432099907767,0.04515862564154749,104.42867027106341,32355583.0,32355478.571329728
0.7559211,0.7927440945882761,0.0368229691762888,272.75134668479564,81495003.0,81494730.24865332
0.7465975,0.772586733198436,0.02598920474079436,337.9180793481339,51282842.0,51282504.08192065
0.49056548,0.4287712290591955,0.06179424974253178,121300.94578410931,19006.0,102294.94578410931
0.71453106,0.7442122289435334,0.02968116491002515,706.0181069479501,26718423.0,26717716.98189305
0.70968634,0.7213872835348408,0.011700944633321053,789.1569270764295,15813608.0,15812818.843072923
0.33631402,0.6040794624410505,0.26776543990000434,4199571.480607605,1067496.0,3132075.4806076046
0.32999367,0.5439604907559162,0.21396682553756297,4855998.244666399,268172.0,4587826.244666399
0.8120921,0.8429610797563818,0.03086895434057979,75.02615315422915,258385218.0,258385142.97384685
