prediction_normalized,label_normalized,normalized_absolute_error,prediction_unnormalized,label_unnormalized,unnormalized_absolute_error
0.57713926,0.5729694829887947,0.004169775395909903,8079.086376252189,7711.76,367.3263762521892
0.5782702,0.5729702963773062,0.00529990053736662,8181.698092142586,7711.83,469.86809214258574
0.57336414,0.5729686695928998,0.00039546901031062287,7745.795894613372,7711.69,34.105894613372584
0.5733477,0.5729686695928998,0.00037901812835261506,7744.370341255732,7711.69,32.680341255731946
0.5773934,0.5760193810410893,0.0013740315489375599,8102.033028116077,7978.75,123.28302811607682
0.20458107,0.2449782410166207,0.04039717405056387,126.40269095548328,198.4,71.99730904451673
0.20458616,0.2449782410166207,0.04039207785343557,126.4099239824132,198.4,71.9900760175868
0.20456567,0.2449782410166207,0.04041256695007711,126.38099435779048,198.4,72.01900564220952
0.15642016,0.15329770968572926,0.003122446673943291,73.84892877445992,71.32,2.528928774459928
0.15644293,0.15329770968572926,0.0031452156482474902,73.86770017558071,71.32,2.547700175580715
0.15635017,0.15329770968572926,0.0030524559198157886,73.79127090445819,71.32,2.471270904458194
0.56998396,0.5730647154535543,0.0030807562555562606,7459.061117481995,7719.96,260.89888251800494
0.5700033,0.5730647154535543,0.003061444350649034,7460.668945136404,7719.96,259.2910548635964
0.56992567,0.5730647154535543,0.0031390495981465927,7454.211277596809,7719.96,265.7487224031911
0.94301784,0.9396389967414495,0.00337884364398755,479286.7226126062,461551.17,17735.552612606203
0.9642091,0.9622754616244473,0.0019336181179843148,607154.0682669512,594193.15,12960.918266951223
0.9430367,0.9396389967414495,0.0033976787117365737,479387.2915185964,461551.17,17836.121518596425
0.94296956,0.9396389967414495,0.003330563881719484,479028.5400343784,461551.17,17477.37003437843
0.9641777,0.9622754616244473,0.0019022660748324594,606941.6024530256,594193.15,12748.452453025617
0.9401182,0.9396320070975148,0.0004861865288889877,464025.6732287514,461515.17,2510.5032287514186
0.9401225,0.9396320070975148,0.0004904780633128158,464048.24277531117,461515.17,2533.072775311186
0.94011235,0.9396320070975148,0.00048034527370099944,463995.58220752474,461515.17,2480.412207524758
0.9333296,0.9500138471517348,0.01668426493737929,430171.02159583685,518205.05,88034.02840416314
0.93344545,0.9426711932327636,0.009225739588964776,430727.67102540063,477436.28,46708.608974599396
0.95186603,0.9380691540454902,0.013796876647564016,529027.563561475,453535.83,75491.733561475
0.938748,0.9395713704185737,0.0008233683662666191,456984.5672430033,461202.98,4218.412756996695
0.9387523,0.9395713704185737,0.000819076831842791,457006.3584847815,461202.98,4196.6215152184595
0.9423585,0.9498302185060075,0.007471724701075821,475772.81131227495,517144.23,41371.41868772503
0.9423584,0.9498302185060075,0.007471843910365372,475772.3575801807,517144.23,41371.872419819294
0.94606686,0.9635148707334064,0.017448014349129015,495875.1574830823,602468.64,106593.48251691769
0.53041124,0.5731540490152817,0.04274280557656096,4796.168198248077,7727.66,2931.491801751923
0.5760077,0.5731549766888947,0.0028527471193938725,7977.715928114676,7727.74,249.9759281146762
0.5886818,0.5943368959561589,0.005655078901410371,9189.74114658108,9788.38,598.6388534189191
0.5404475,0.5732000732354133,0.032752599709412356,5364.573192136106,7731.63,2367.0568078638944
0.58444285,0.5760611508347736,0.0083817030928387,8765.149859097932,7982.47,782.6798590979315
0.54043293,0.5732000732354133,0.03276714324273755,5363.703533170371,7731.63,2367.926466829629
0.5394107,0.5731934666770976,0.03378275634231975,5302.862886527239,7731.06,2428.197113472761
0.17602967,0.17564466550555694,0.00038500175270569925,91.9140587347414,91.52,0.3940587347414066
0.17334399,0.17508481733633152,0.0017408310635196322,89.20016358841798,90.95,1.7498364115820237
